"Season","Half","Conference","Division","Team_ID","Team_Name","Playoffs","GP","W","L","OL","T","PTS","PTS_Pct","GF","GA","SRS","SOS","RPt_Pct","ROW","RW","RgRec","RgPt_Pct"
1981,NA,"Prince of Wales","Norris","HAR","Hartford Whalers",FALSE,"80","21","41",NA,"18","60",".375","292","372","-0.95","0.05",NA,NA,NA,NA,NA
1981,NA,"Prince of Wales","Norris","DET","Detroit Red Wings",FALSE,"80","19","43",NA,"18","56",".350","252","339","-1.04","0.05",NA,NA,NA,NA,NA
1982,NA,"Clarence Campbell","Norris","MNS","Minnesota North Stars",TRUE,"80","37","23",NA,"20","94",".588","346","288","0.53","-0.19",NA,NA,NA,NA,NA
1982,NA,"Clarence Campbell","Norris","WIN","Winnipeg Jets",TRUE,"80","33","33",NA,"14","80",".500","319","332","-0.28","-0.12",NA,NA,NA,NA,NA
1982,NA,"Clarence Campbell","Norris","WPG","Winnipeg Jets",TRUE,"80","33","33",NA,"14","80",".500","319","332","-0.28","-0.12",NA,NA,NA,NA,NA
1982,NA,"Clarence Campbell","Norris","STL","St. Louis Blues",TRUE,"80","32","40",NA,"8","72",".450","315","349","-0.52","-0.10",NA,NA,NA,NA,NA
1982,NA,"Clarence Campbell","Norris","CBH","Chicago Black Hawks",TRUE,"80","30","38",NA,"12","72",".450","332","363","-0.49","-0.10",NA,NA,NA,NA,NA
1982,NA,"Clarence Campbell","Norris","TOR","Toronto Maple Leafs",FALSE,"80","20","44",NA,"16","56",".350","298","380","-1.08","-0.05",NA,NA,NA,NA,NA
1982,NA,"Clarence Campbell","Norris","DET","Detroit Red Wings",FALSE,"80","21","47",NA,"12","54",".338","270","351","-1.07","-0.05",NA,NA,NA,NA,NA
1982,NA,"Clarence Campbell","Smythe","EDM","Edmonton Oilers",TRUE,"80","48","17",NA,"15","111",".694","417","295","1.33","-0.19",NA,NA,NA,NA,NA
1982,NA,"Clarence Campbell","Smythe","VAN","Vancouver Canucks",TRUE,"80","30","33",NA,"17","77",".481","290","286","-0.01","-0.06",NA,NA,NA,NA,NA
1982,NA,"Clarence Campbell","Smythe","CGY","Calgary Flames",TRUE,"80","29","34",NA,"17","75",".469","334","345","-0.18","-0.04",NA,NA,NA,NA,NA
1982,NA,"Clarence Campbell","Smythe","LAK","Los Angeles Kings",TRUE,"80","24","41",NA,"15","63",".394","314","369","-0.68","0.01",NA,NA,NA,NA,NA
1982,NA,"Clarence Campbell","Smythe","CLR","Colorado Rockies",FALSE,"80","18","49",NA,"13","49",".306","241","362","-1.43","0.08",NA,NA,NA,NA,NA
1982,NA,"Prince of Wales","Adams","MTL","Montreal Canadiens",TRUE,"80","46","17",NA,"17","109",".681","360","223","1.68","-0.04",NA,NA,NA,NA,NA
1982,NA,"Prince of Wales","Adams","BOS","Boston Bruins",TRUE,"80","43","27",NA,"10","96",".600","323","285","0.55","0.08",NA,NA,NA,NA,NA
1982,NA,"Prince of Wales","Adams","BUF","Buffalo Sabres",TRUE,"80","39","26",NA,"15","93",".581","307","273","0.51","0.08",NA,NA,NA,NA,NA
1982,NA,"Prince of Wales","Adams","QUE","Quebec Nordiques",TRUE,"80","33","31",NA,"16","82",".513","356","345","0.25","0.11",NA,NA,NA,NA,NA
1982,NA,"Prince of Wales","Adams","HAR","Hartford Whalers",FALSE,"80","21","41",NA,"18","60",".375","264","351","-0.87","0.22",NA,NA,NA,NA,NA
1982,NA,"Prince of Wales","Patrick","NYI","New York Islanders",TRUE,"80","54","16",NA,"10","118",".738","385","250","1.63","-0.05",NA,NA,NA,NA,NA
1982,NA,"Prince of Wales","Patrick","NYR","New York Rangers",TRUE,"80","39","27",NA,"14","92",".575","316","306","0.21","0.09",NA,NA,NA,NA,NA
1982,NA,"Prince of Wales","Patrick","PHI","Philadelphia Flyers",TRUE,"80","38","31",NA,"11","87",".544","325","313","0.24","0.09",NA,NA,NA,NA,NA
1982,NA,"Prince of Wales","Patrick","PIT","Pittsburgh Penguins",TRUE,"80","31","36",NA,"13","75",".469","310","337","-0.21","0.13",NA,NA,NA,NA,NA
1982,NA,"Prince of Wales","Patrick","WSH","Washington Capitals",FALSE,"80","26","41",NA,"13","65",".406","319","338","-0.12","0.12",NA,NA,NA,NA,NA
1983,NA,"Clarence Campbell","Norris","CBH","Chicago Black Hawks",TRUE,"80","47","23",NA,"10","104",".650","338","268","0.75","-0.12",NA,NA,NA,NA,NA
1983,NA,"Clarence Campbell","Norris","MNS","Minnesota North Stars",TRUE,"80","40","24",NA,"16","96",".600","321","290","0.31","-0.08",NA,NA,NA,NA,NA
1983,NA,"Clarence Campbell","Norris","TOR","Toronto Maple Leafs",TRUE,"80","28","40",NA,"12","68",".425","293","330","-0.46","0.00",NA,NA,NA,NA,NA
1983,NA,"Clarence Campbell","Norris","STL","St. Louis Blues",TRUE,"80","25","40",NA,"15","65",".406","285","316","-0.40","-0.01",NA,NA,NA,NA,NA
1983,NA,"Clarence Campbell","Norris","DET","Detroit Red Wings",FALSE,"80","21","44",NA,"15","57",".356","263","344","-0.96","0.05",NA,NA,NA,NA,NA
1983,NA,"Clarence Campbell","Smythe","EDM","Edmonton Oilers",TRUE,"80","47","21",NA,"12","106",".663","424","315","1.26","-0.10",NA,NA,NA,NA,NA
1983,NA,"Clarence Campbell","Smythe","CGY","Calgary Flames",TRUE,"80","32","34",NA,"14","78",".488","321","317","0.07","0.02",NA,NA,NA,NA,NA
1983,NA,"Clarence Campbell","Smythe","VAN","Vancouver Canucks",TRUE,"80","30","35",NA,"15","75",".469","303","309","-0.04","0.03",NA,NA,NA,NA,NA
1983,NA,"Clarence Campbell","Smythe","WIN","Winnipeg Jets",TRUE,"80","33","39",NA,"8","74",".463","311","333","-0.23","0.05",NA,NA,NA,NA,NA
1983,NA,"Clarence Campbell","Smythe","WPG","Winnipeg Jets",TRUE,"80","33","39",NA,"8","74",".463","311","333","-0.23","0.05",NA,NA,NA,NA,NA
1983,NA,"Clarence Campbell","Smythe","LAK","Los Angeles Kings",FALSE,"80","27","41",NA,"12","66",".413","308","365","-0.62","0.09",NA,NA,NA,NA,NA
1983,NA,"Prince of Wales","Adams","BOS","Boston Bruins",TRUE,"80","50","20",NA,"10","110",".688","327","228","1.18","-0.06",NA,NA,NA,NA,NA
1983,NA,"Prince of Wales","Adams","MTL","Montreal Canadiens",TRUE,"80","42","24",NA,"14","98",".613","350","286","0.78","-0.02",NA,NA,NA,NA,NA
1983,NA,"Prince of Wales","Adams","BUF","Buffalo Sabres",TRUE,"80","38","29",NA,"13","89",".556","318","285","0.43","0.02",NA,NA,NA,NA,NA
1983,NA,"Prince of Wales","Adams","QUE","Quebec Nordiques",TRUE,"80","34","34",NA,"12","80",".500","343","336","0.14","0.05",NA,NA,NA,NA,NA
1983,NA,"Prince of Wales","Adams","HAR","Hartford Whalers",FALSE,"80","19","54",NA,"7","45",".281","261","403","-1.56","0.22",NA,NA,NA,NA,NA
1983,NA,"Prince of Wales","Patrick","PHI","Philadelphia Flyers",TRUE,"80","49","23",NA,"8","106",".663","326","240","0.96","-0.12",NA,NA,NA,NA,NA
1983,NA,"Prince of Wales","Patrick","NYI","New York Islanders",TRUE,"80","42","26",NA,"12","96",".600","302","226","0.84","-0.11",NA,NA,NA,NA,NA
1983,NA,"Prince of Wales","Patrick","WSH","Washington Capitals",TRUE,"80","39","25",NA,"16","94",".588","306","283","0.23","-0.05",NA,NA,NA,NA,NA
1983,NA,"Prince of Wales","Patrick","NYR","New York Rangers",TRUE,"80","35","35",NA,"10","80",".500","306","287","0.19","-0.05",NA,NA,NA,NA,NA
1983,NA,"Prince of Wales","Patrick","NJD","New Jersey Devils",FALSE,"80","17","49",NA,"14","48",".300","230","338","-1.27","0.08",NA,NA,NA,NA,NA
1983,NA,"Prince of Wales","Patrick","PIT","Pittsburgh Penguins",FALSE,"80","18","53",NA,"9","45",".281","257","394","-1.61","0.11",NA,NA,NA,NA,NA
1984,NA,"Clarence Campbell","Norris","MNS","Minnesota North Stars",TRUE,"80","39","31",NA,"10","88",".550","345","344","-0.14","-0.15",NA,NA,NA,NA,NA
1984,NA,"Clarence Campbell","Norris","STL","St. Louis Blues",TRUE,"80","32","41",NA,"7","71",".444","293","316","-0.41","-0.12",NA,NA,NA,NA,NA
1984,NA,"Clarence Campbell","Norris","DET","Detroit Red Wings",TRUE,"80","31","42",NA,"7","69",".431","298","323","-0.43","-0.12",NA,NA,NA,NA,NA
1984,NA,"Clarence Campbell","Norris","CBH","Chicago Black Hawks",TRUE,"80","30","42",NA,"8","68",".425","277","311","-0.54","-0.11",NA,NA,NA,NA,NA
1984,NA,"Clarence Campbell","Norris","TOR","Toronto Maple Leafs",FALSE,"80","26","45",NA,"9","61",".381","303","387","-1.10","-0.05",NA,NA,NA,NA,NA
1984,NA,"Clarence Campbell","Smythe","EDM","Edmonton Oilers",TRUE,"80","57","18",NA,"5","119",".744","446","314","1.51","-0.15",NA,NA,NA,NA,NA
1984,NA,"Clarence Campbell","Smythe","CGY","Calgary Flames",TRUE,"80","34","32",NA,"14","82",".513","311","314","-0.03","0.01",NA,NA,NA,NA,NA
1984,NA,"Clarence Campbell","Smythe","VAN","Vancouver Canucks",TRUE,"80","32","39",NA,"9","73",".456","306","328","-0.25","0.03",NA,NA,NA,NA,NA
1984,NA,"Clarence Campbell","Smythe","WIN","Winnipeg Jets",TRUE,"80","31","38",NA,"11","73",".456","340","374","-0.38","0.04",NA,NA,NA,NA,NA
1984,NA,"Clarence Campbell","Smythe","WPG","Winnipeg Jets",TRUE,"80","31","38",NA,"11","73",".456","340","374","-0.38","0.04",NA,NA,NA,NA,NA
1984,NA,"Clarence Campbell","Smythe","LAK","Los Angeles Kings",FALSE,"80","23","44",NA,"13","59",".369","309","376","-0.76","0.08",NA,NA,NA,NA,NA
1984,NA,"Prince of Wales","Adams","BOS","Boston Bruins",TRUE,"80","49","25",NA,"6","104",".650","336","261","1.01","0.07",NA,NA,NA,NA,NA
1984,NA,"Prince of Wales","Adams","BUF","Buffalo Sabres",TRUE,"80","48","25",NA,"7","103",".644","315","257","0.82","0.09",NA,NA,NA,NA,NA
1984,NA,"Prince of Wales","Adams","QUE","Quebec Nordiques",TRUE,"80","42","28",NA,"10","94",".588","360","278","1.09","0.06",NA,NA,NA,NA,NA
1984,NA,"Prince of Wales","Adams","MTL","Montreal Canadiens",TRUE,"80","35","40",NA,"5","75",".469","286","295","0.06","0.17",NA,NA,NA,NA,NA
1984,NA,"Prince of Wales","Adams","HAR","Hartford Whalers",FALSE,"80","28","42",NA,"10","66",".413","288","320","-0.21","0.19",NA,NA,NA,NA,NA
1984,NA,"Prince of Wales","Patrick","NYI","New York Islanders",TRUE,"80","50","26",NA,"4","104",".650","357","269","1.00","-0.10",NA,NA,NA,NA,NA
1984,NA,"Prince of Wales","Patrick","WSH","Washington Capitals",TRUE,"80","48","27",NA,"5","101",".631","308","226","0.93","-0.09",NA,NA,NA,NA,NA
1984,NA,"Prince of Wales","Patrick","PHI","Philadelphia Flyers",TRUE,"80","44","26",NA,"10","98",".613","350","290","0.68","-0.07",NA,NA,NA,NA,NA
1984,NA,"Prince of Wales","Patrick","NYR","New York Rangers",TRUE,"80","42","29",NA,"9","93",".581","314","304","0.10","-0.02",NA,NA,NA,NA,NA
1984,NA,"Prince of Wales","Patrick","NJD","New Jersey Devils",FALSE,"80","17","56",NA,"7","41",".256","231","350","-1.38","0.11",NA,NA,NA,NA,NA
1984,NA,"Prince of Wales","Patrick","PIT","Pittsburgh Penguins",FALSE,"80","16","58",NA,"6","38",".238","254","390","-1.57","0.13",NA,NA,NA,NA,NA
1985,NA,"Clarence Campbell","Norris","STL","St. Louis Blues",TRUE,"80","37","31",NA,"12","86",".538","299","288","-0.04","-0.18",NA,NA,NA,NA,NA
1985,NA,"Clarence Campbell","Norris","CBH","Chicago Black Hawks",TRUE,"80","38","35",NA,"7","83",".519","309","299","-0.05","-0.18",NA,NA,NA,NA,NA
1985,NA,"Clarence Campbell","Norris","DET","Detroit Red Wings",TRUE,"80","27","41",NA,"12","66",".413","313","357","-0.66","-0.11",NA,NA,NA,NA,NA
1985,NA,"Clarence Campbell","Norris","MNS","Minnesota North Stars",TRUE,"80","25","43",NA,"12","62",".388","268","321","-0.77","-0.10",NA,NA,NA,NA,NA
1985,NA,"Clarence Campbell","Norris","TOR","Toronto Maple Leafs",FALSE,"80","20","52",NA,"8","48",".300","253","358","-1.36","-0.04",NA,NA,NA,NA,NA
1985,NA,"Clarence Campbell","Smythe","EDM","Edmonton Oilers",TRUE,"80","49","20",NA,"11","109",".681","401","298","1.25","-0.04",NA,NA,NA,NA,NA
1985,NA,"Clarence Campbell","Smythe","WIN","Winnipeg Jets",TRUE,"80","43","27",NA,"10","96",".600","358","332","0.37","0.05",NA,NA,NA,NA,NA
1985,NA,"Clarence Campbell","Smythe","WPG","Winnipeg Jets",TRUE,"80","43","27",NA,"10","96",".600","358","332","0.37","0.05",NA,NA,NA,NA,NA
1985,NA,"Clarence Campbell","Smythe","CGY","Calgary Flames",TRUE,"80","41","27",NA,"12","94",".588","363","302","0.77","0.01",NA,NA,NA,NA,NA
1985,NA,"Clarence Campbell","Smythe","LAK","Los Angeles Kings",TRUE,"80","34","32",NA,"14","82",".513","339","326","0.23","0.06",NA,NA,NA,NA,NA
1985,NA,"Clarence Campbell","Smythe","VAN","Vancouver Canucks",FALSE,"80","25","46",NA,"9","59",".369","284","401","-1.25","0.21",NA,NA,NA,NA,NA
1985,NA,"Prince of Wales","Adams","MTL","Montreal Canadiens",TRUE,"80","41","27",NA,"12","94",".588","309","262","0.64","0.05",NA,NA,NA,NA,NA
1985,NA,"Prince of Wales","Adams","QUE","Quebec Nordiques",TRUE,"80","41","30",NA,"9","91",".569","323","275","0.65","0.05",NA,NA,NA,NA,NA
1985,NA,"Prince of Wales","Adams","BUF","Buffalo Sabres",TRUE,"80","38","28",NA,"14","90",".563","290","237","0.71","0.04",NA,NA,NA,NA,NA
1985,NA,"Prince of Wales","Adams","BOS","Boston Bruins",TRUE,"80","36","34",NA,"10","82",".513","303","287","0.29","0.09",NA,NA,NA,NA,NA
1985,NA,"Prince of Wales","Adams","HAR","Hartford Whalers",FALSE,"80","30","41",NA,"9","69",".431","268","318","-0.47","0.16",NA,NA,NA,NA,NA
1985,NA,"Prince of Wales","Patrick","PHI","Philadelphia Flyers",TRUE,"80","53","20",NA,"7","113",".706","348","241","1.22","-0.12",NA,NA,NA,NA,NA
1985,NA,"Prince of Wales","Patrick","WSH","Washington Capitals",TRUE,"80","46","25",NA,"9","101",".631","322","240","0.93","-0.10",NA,NA,NA,NA,NA
1985,NA,"Prince of Wales","Patrick","NYI","New York Islanders",TRUE,"80","40","34",NA,"6","86",".538","345","312","0.37","-0.05",NA,NA,NA,NA,NA
1985,NA,"Prince of Wales","Patrick","NYR","New York Rangers",TRUE,"80","26","44",NA,"10","62",".388","295","345","-0.59","0.04",NA,NA,NA,NA,NA
1985,NA,"Prince of Wales","Patrick","NJD","New Jersey Devils",FALSE,"80","22","48",NA,"10","54",".338","264","346","-0.96","0.07",NA,NA,NA,NA,NA
1985,NA,"Prince of Wales","Patrick","PIT","Pittsburgh Penguins",FALSE,"80","24","51",NA,"5","53",".331","276","385","-1.27","0.10",NA,NA,NA,NA,NA
1986,NA,"Clarence Campbell","Norris","CBH","Chicago Black Hawks",TRUE,"80","39","33",NA,"8","86",".538","351","349","-0.15","-0.17",NA,NA,NA,NA,NA
1986,NA,"Clarence Campbell","Norris","MNS","Minnesota North Stars",TRUE,"80","38","33",NA,"9","85",".531","327","305","0.08","-0.20",NA,NA,NA,NA,NA
1986,NA,"Clarence Campbell","Norris","STL","St. Louis Blues",TRUE,"80","37","34",NA,"9","83",".519","302","291","-0.05","-0.18",NA,NA,NA,NA,NA
1986,NA,"Clarence Campbell","Norris","TOR","Toronto Maple Leafs",TRUE,"80","25","48",NA,"7","57",".356","311","386","-1.02","-0.09",NA,NA,NA,NA,NA
1986,NA,"Clarence Campbell","Norris","DET","Detroit Red Wings",FALSE,"80","17","57",NA,"6","40",".250","266","415","-1.86","0.00",NA,NA,NA,NA,NA
1986,NA,"Clarence Campbell","Smythe","EDM","Edmonton Oilers",TRUE,"80","56","17",NA,"7","119",".744","426","310","1.25","-0.20",NA,NA,NA,NA,NA
1986,NA,"Clarence Campbell","Smythe","CGY","Calgary Flames",TRUE,"80","40","31",NA,"9","89",".556","354","315","0.37","-0.12",NA,NA,NA,NA,NA
1986,NA,"Clarence Campbell","Smythe","WIN","Winnipeg Jets",TRUE,"80","26","47",NA,"7","59",".369","295","372","-0.95","0.02",NA,NA,NA,NA,NA
1986,NA,"Clarence Campbell","Smythe","WPG","Winnipeg Jets",TRUE,"80","26","47",NA,"7","59",".369","295","372","-0.95","0.02",NA,NA,NA,NA,NA
1986,NA,"Clarence Campbell","Smythe","VAN","Vancouver Canucks",TRUE,"80","23","44",NA,"13","59",".369","282","333","-0.65","-0.01",NA,NA,NA,NA,NA
1986,NA,"Clarence Campbell","Smythe","LAK","Los Angeles Kings",FALSE,"80","23","49",NA,"8","54",".338","284","389","-1.26","0.05",NA,NA,NA,NA,NA
1986,NA,"Prince of Wales","Adams","QUE","Quebec Nordiques",TRUE,"80","43","31",NA,"6","92",".575","330","289","0.60","0.09",NA,NA,NA,NA,NA
1986,NA,"Prince of Wales","Adams","MTL","Montreal Canadiens",TRUE,"80","40","33",NA,"7","87",".544","330","280","0.70","0.08",NA,NA,NA,NA,NA
1986,NA,"Prince of Wales","Adams","BOS","Boston Bruins",TRUE,"80","37","31",NA,"12","86",".538","311","288","0.40","0.11",NA,NA,NA,NA,NA
1986,NA,"Prince of Wales","Adams","HAR","Hartford Whalers",TRUE,"80","40","36",NA,"4","84",".525","332","302","0.48","0.10",NA,NA,NA,NA,NA
1986,NA,"Prince of Wales","Adams","BUF","Buffalo Sabres",FALSE,"80","37","37",NA,"6","80",".500","296","291","0.19","0.13",NA,NA,NA,NA,NA
1986,NA,"Prince of Wales","Patrick","PHI","Philadelphia Flyers",TRUE,"80","53","23",NA,"4","110",".688","335","241","1.17","-0.01",NA,NA,NA,NA,NA
1986,NA,"Prince of Wales","Patrick","WSH","Washington Capitals",TRUE,"80","50","23",NA,"7","107",".669","315","272","0.58","0.04",NA,NA,NA,NA,NA
1986,NA,"Prince of Wales","Patrick","NYI","New York Islanders",TRUE,"80","39","29",NA,"12","90",".563","327","284","0.58","0.04",NA,NA,NA,NA,NA
1986,NA,"Prince of Wales","Patrick","NYR","New York Rangers",TRUE,"80","36","38",NA,"6","78",".488","280","276","0.13","0.08",NA,NA,NA,NA,NA
1986,NA,"Prince of Wales","Patrick","PIT","Pittsburgh Penguins",FALSE,"80","34","38",NA,"8","76",".475","313","305","0.18","0.08",NA,NA,NA,NA,NA
1986,NA,"Prince of Wales","Patrick","NJD","New Jersey Devils",FALSE,"80","28","49",NA,"3","59",".369","300","374","-0.76","0.16",NA,NA,NA,NA,NA
1987,NA,"Clarence Campbell","Norris","STL","St. Louis Blues",TRUE,"80","32","33",NA,"15","79",".494","281","293","-0.22","-0.07",NA,NA,NA,NA,NA
1987,NA,"Clarence Campbell","Norris","DET","Detroit Red Wings",TRUE,"80","34","36",NA,"10","78",".488","260","274","-0.25","-0.07",NA,NA,NA,NA,NA
1987,NA,"Clarence Campbell","Norris","CHI","Chicago Blackhawks",TRUE,"80","29","37",NA,"14","72",".450","290","310","-0.32","-0.07",NA,NA,NA,NA,NA
1987,NA,"Clarence Campbell","Norris","TOR","Toronto Maple Leafs",TRUE,"80","32","42",NA,"6","70",".438","286","319","-0.46","-0.05",NA,NA,NA,NA,NA
1987,NA,"Clarence Campbell","Norris","MNS","Minnesota North Stars",FALSE,"80","30","40",NA,"10","70",".438","296","314","-0.29","-0.07",NA,NA,NA,NA,NA
1987,NA,"Clarence Campbell","Smythe","EDM","Edmonton Oilers",TRUE,"80","50","24",NA,"6","106",".663","372","284","1.06","-0.04",NA,NA,NA,NA,NA
1987,NA,"Clarence Campbell","Smythe","CGY","Calgary Flames",TRUE,"80","46","31",NA,"3","95",".594","318","289","0.39","0.03",NA,NA,NA,NA,NA
1987,NA,"Clarence Campbell","Smythe","WIN","Winnipeg Jets",TRUE,"80","40","32",NA,"8","88",".550","279","271","0.15","0.05",NA,NA,NA,NA,NA
1987,NA,"Clarence Campbell","Smythe","WPG","Winnipeg Jets",TRUE,"80","40","32",NA,"8","88",".550","279","271","0.15","0.05",NA,NA,NA,NA,NA
1987,NA,"Clarence Campbell","Smythe","LAK","Los Angeles Kings",TRUE,"80","31","41",NA,"8","70",".438","318","341","-0.20","0.09",NA,NA,NA,NA,NA
1987,NA,"Clarence Campbell","Smythe","VAN","Vancouver Canucks",FALSE,"80","29","43",NA,"8","66",".413","282","314","-0.30","0.10",NA,NA,NA,NA,NA
1987,NA,"Prince of Wales","Adams","HAR","Hartford Whalers",TRUE,"80","43","30",NA,"7","93",".581","287","270","0.23","0.02",NA,NA,NA,NA,NA
1987,NA,"Prince of Wales","Adams","MTL","Montreal Canadiens",TRUE,"80","41","29",NA,"10","92",".575","277","241","0.45","0.00",NA,NA,NA,NA,NA
1987,NA,"Prince of Wales","Adams","BOS","Boston Bruins",TRUE,"80","39","34",NA,"7","85",".531","301","276","0.32","0.01",NA,NA,NA,NA,NA
1987,NA,"Prince of Wales","Adams","QUE","Quebec Nordiques",TRUE,"80","31","39",NA,"10","72",".450","267","276","-0.07","0.05",NA,NA,NA,NA,NA
1987,NA,"Prince of Wales","Adams","BUF","Buffalo Sabres",FALSE,"80","28","44",NA,"8","64",".400","280","308","-0.28","0.07",NA,NA,NA,NA,NA
1987,NA,"Prince of Wales","Patrick","PHI","Philadelphia Flyers",TRUE,"80","46","26",NA,"8","100",".625","310","245","0.74","-0.08",NA,NA,NA,NA,NA
1987,NA,"Prince of Wales","Patrick","WSH","Washington Capitals",TRUE,"80","38","32",NA,"10","86",".538","285","278","0.07","-0.02",NA,NA,NA,NA,NA
1987,NA,"Prince of Wales","Patrick","NYI","New York Islanders",TRUE,"80","35","33",NA,"12","82",".513","279","281","-0.03","-0.01",NA,NA,NA,NA,NA
1987,NA,"Prince of Wales","Patrick","NYR","New York Rangers",TRUE,"80","34","38",NA,"8","76",".475","307","323","-0.19","0.01",NA,NA,NA,NA,NA
1987,NA,"Prince of Wales","Patrick","PIT","Pittsburgh Penguins",FALSE,"80","30","38",NA,"12","72",".450","297","290","0.07","-0.02",NA,NA,NA,NA,NA
1987,NA,"Prince of Wales","Patrick","NJD","New Jersey Devils",FALSE,"80","29","45",NA,"6","64",".400","293","368","-0.87","0.07",NA,NA,NA,NA,NA
1988,NA,"Clarence Campbell","Norris","DET","Detroit Red Wings",TRUE,"80","41","28",NA,"11","93",".581","322","269","0.44","-0.23",NA,NA,NA,NA,NA
1988,NA,"Clarence Campbell","Norris","STL","St. Louis Blues",TRUE,"80","34","38",NA,"8","76",".475","278","294","-0.35","-0.15",NA,NA,NA,NA,NA
1988,NA,"Clarence Campbell","Norris","CHI","Chicago Blackhawks",TRUE,"80","30","41",NA,"9","69",".431","284","328","-0.67","-0.12",NA,NA,NA,NA,NA
1988,NA,"Clarence Campbell","Norris","TOR","Toronto Maple Leafs",TRUE,"80","21","49",NA,"10","52",".325","273","345","-0.99","-0.09",NA,NA,NA,NA,NA
1988,NA,"Clarence Campbell","Norris","MNS","Minnesota North Stars",FALSE,"80","19","48",NA,"13","51",".319","242","349","-1.38","-0.05",NA,NA,NA,NA,NA
1988,NA,"Clarence Campbell","Smythe","CGY","Calgary Flames",TRUE,"80","48","23",NA,"9","105",".656","397","305","1.10","-0.05",NA,NA,NA,NA,NA
1988,NA,"Clarence Campbell","Smythe","EDM","Edmonton Oilers",TRUE,"80","44","25",NA,"11","99",".619","363","288","0.91","-0.03",NA,NA,NA,NA,NA
1988,NA,"Clarence Campbell","Smythe","WIN","Winnipeg Jets",TRUE,"80","33","36",NA,"11","77",".481","292","310","-0.15","0.08",NA,NA,NA,NA,NA
1988,NA,"Clarence Campbell","Smythe","WPG","Winnipeg Jets",TRUE,"80","33","36",NA,"11","77",".481","292","310","-0.15","0.08",NA,NA,NA,NA,NA
1988,NA,"Clarence Campbell","Smythe","LAK","Los Angeles Kings",TRUE,"80","30","42",NA,"8","68",".425","318","359","-0.41","0.10",NA,NA,NA,NA,NA
1988,NA,"Clarence Campbell","Smythe","VAN","Vancouver Canucks",FALSE,"80","25","46",NA,"9","59",".369","272","320","-0.49","0.11",NA,NA,NA,NA,NA
1988,NA,"Prince of Wales","Adams","MTL","Montreal Canadiens",TRUE,"80","45","22",NA,"13","103",".644","298","238","0.71","-0.04",NA,NA,NA,NA,NA
1988,NA,"Prince of Wales","Adams","BOS","Boston Bruins",TRUE,"80","44","30",NA,"6","94",".588","300","251","0.59","-0.03",NA,NA,NA,NA,NA
1988,NA,"Prince of Wales","Adams","BUF","Buffalo Sabres",TRUE,"80","37","32",NA,"11","85",".531","283","305","-0.22","0.06",NA,NA,NA,NA,NA
1988,NA,"Prince of Wales","Adams","HAR","Hartford Whalers",TRUE,"80","35","38",NA,"7","77",".481","249","267","-0.17","0.05",NA,NA,NA,NA,NA
1988,NA,"Prince of Wales","Adams","QUE","Quebec Nordiques",FALSE,"80","32","43",NA,"5","69",".431","271","306","-0.37","0.07",NA,NA,NA,NA,NA
